Item,Label,Condition,WCO?,Quantifier/Definite,Determiner,Animate/Inanimate,Comp,Pronoun,Subject,V1,V2,Sentence example,Context,First Sentence,Second Sentence,,,,,Old context
23,fan,YDA,yes,Definite,The,animate,who,her,actress,lauded on Twitter,was nominated ,The actress who her #1 fan lauded on twitter was nominated for an award.,"Actresses have certain #1 fans. A actress was lauded on Twitter by her fan, and another was not.",Actresses have certain #1 fans.,"A actress was lauded on Twitter by her fan, and another was not.",,,,,
23,fan,YDI,yes,Definite,The,inanimate,which,its,performance,lauded on Twitter,was nominated ,The performance which its #1 fan lauded on twitter was nominated for an award.,"Performances have certain #1 fans. A performance was lauded on Twitter by its fan, and another was not.",Performances have certain #1 fans.,"A performance was lauded on Twitter by its fan, and another was not.",,,,,
23,fan,NQA,no,Quantifier,Every,animate,who,her,actress,lauded on Twitter,was nominated ,Every actress who the #1 fan lauded on twitter was nominated for an award.,"There is a certain #1 fan. Some actresses were lauded on Twitter by that fan, and others were not.",There is a certain #1 fan.,"Some actresses were lauded on Twitter by that fan, and others were not.",,,,,
23,fan,NQI,no,Quantifier,Every,inanimate,which,its,performance,lauded on Twitter,was nominated ,Every performance which the #1 fan lauded on twitter was nominated for an award.,"There is a certain #1 fan. Some performances were lauded on Twitter by that fan, and others were not.",There is a certain #1 fan.,"Some performances were lauded on Twitter by that fan, and others were not.",,,,,
23,fan,NDA,no,Definite,The,animate,who,her,actress,lauded on Twitter,was nominated ,The actress who the #1 fan lauded on twitter was nominated for an award.,"There is a certain #1 fan. A actress was lauded on Twitter by that fan, and another was not.",There is a certain #1 fan.,"A actress was lauded on Twitter by that fan, and another was not.",,,,,
23,fan,NDI,no,Definite,The,inanimate,which,its,performance,lauded on Twitter,was nominated ,The performance which the #1 fan lauded on twitter was nominated for an award.,"There is a certain #1 fan. A performance was lauded on Twitter by that fan, and another was not.",There is a certain #1 fan.,"A performance was lauded on Twitter by that fan, and another was not.",,,,,
24,coach,YQA,yes,Quantifier,Every,animate,who,her,gymnast,criticized,failed to qualify,Every gymnast who her coach criticized failed to qualify for nationals.,"Gymnasts are instructed by certain coaches. Some gymnasts were criticized by their coach, and others were not.",Gymnasts are instructed by certain coaches.,"Some gymnasts were criticized by their coach, and others were not.",,,,,
24,coach,YQI,yes,Quantifier,Every,inanimate,which,its,routine,criticized,failed to qualify,Every routine which its coach criticized failed to qualify for nationals.,"Routines are overseen by certain coaches. Some routines were criticized by their coach, and others were not.",Routines are overseen by certain coaches.,"Some routines were criticized by their coach, and others were not.",,,,,
24,coach,YDA,yes,Definite,The,animate,who,her,gymnast,criticized,failed to qualify,The gymnast who her coach criticized failed to qualify for nationals.,"Gymnasts are instructed by certain coaches. A gymnast was criticized by her coach, and another was not.",Gymnasts are instructed by certain coaches.,"A gymnast was criticized by her coach, and another was not.",,,,,
24,coach,YDI,yes,Definite,The,inanimate,which,its,routine,criticized,failed to qualify,The routine which its coach criticized failed to qualify for nationals.,"Routines are overseen by certain coaches. A routine was criticized by its coach, and another was not.",Routines are overseen by certain coaches.,"A routine was criticized by its coach, and another was not.",,,,,
24,coach,NQA,no,Quantifier,Every,animate,who,her,gymnast,criticized,failed to qualify,Every gymnast who the coach criticized failed to qualify for nationals.,"There is a certain coach. Some gymnasts were criticized by that coach, and others were not.",There is a certain coach.,"Some gymnasts were criticized by that coach, and others were not.",,,,,
24,coach,NQI,no,Quantifier,Every,inanimate,which,its,routine,criticized,failed to qualify,Every routine which the coach criticized failed to qualify for nationals.,"There is a certain coach. Some routines were criticized by that coach, and others were not.",There is a certain coach.,"Some routines were criticized by that coach, and others were not.",,,,,
24,coach,NDA,no,Definite,The,animate,who,her,gymnast,criticized,failed to qualify,The gymnast who the coach criticized failed to qualify for nationals.,"There is a certain coach. A gymnast was criticized by that coach, and another was not.",There is a certain coach.,"A gymnast was criticized by that coach, and another was not.",,,,,
24,coach,NDI,no,Definite,The,inanimate,which,its,routine,criticized,failed to qualify,The routine which the coach criticized failed to qualify for nationals.,"There is a certain coach. A routine was criticized by that coach, and another was not.",There is a certain coach.,"A routine was criticized by that coach, and another was not.",,,,,
25,filler1,filler,no,Definite,The,animate,who,GOOD,chairman,admired,was hired,The presenter who the chairman admired was hired on the spot.,"There is a certain chairman. Some presenters were admired by that chairman, and others were not. ",,,,,,,
26,filler2,filler,no,Quantifier,Every,animate,who,GOOD,manicurist,met,wanted,Every woman who the manicurist met at the salon wanted red nails.,"There is a certain manicurist. Some women were met by that manicurist, and others were not",,,,,,,
27,filler3,filler,no,Quantifier,Every,inanimate,which,GOOD,student,attended,started,Every lecture that the student attended on Monday started five minutes early.,"There is a certain student. Some lecturess were atteneded by that student, and others were not",,,,,,,
28,filler4,filler,no,Quantifier,Every,animate,who,BAD,artist,spoke with,had,Every calligrapher the who artist spoke with had beautiful handwriting.,"There is a certain artist. Some calligraphers were spoken with by that artist, and others were not",,,,,,,
29,filler5,filler,no,Definite,The,inanimate,which,BAD,roadie,disliked,played,This is the band that the roadie disliked played a soldout show.,"There is a certain roadie. A band was disliked by that roadie, and another was not",,,,,,,
30,filler6,filler,no,Definite,The,inanimate,which,BAD,barista,ground,disliked,The coffee which the barista ground too fine disliked customer.,"There is a certain barista. Some coffee was ground by that barista, and some was not",,,,,,,
0,practice,a,no,Quantifier,Every,animate,who,GOOD,bus driver,affected,chose,Every bus driver who was affected by the flooding chose a different route.,"Bus drivers have certain routes. Some bus drivers were affected by the flooding, and others were not.",,,,,,,
0,practice,a,no,Definite,The,animate,who,GOOD,motivational speaker,was selected,attended,The motivational speaker who was selected by the committee attended the awards ceremony.,"There is a certain committee. A motivational speaker was selected by that committee, and another was not. ",,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
6 ATTENTION CHECKS,,,,,,,,,,,,,,,,,,,,
24 ITEMS,,,,,,,,,,,,,,,,,,,,
Each participant experiences 30 sentences,,,,,,,,,,,,,,,,,,,,
