"","workerid","WCO","animacy","condition","determiner","item","response","slide_number","trial_type","subject_information.assess","subject_information.gender","subject_information.age","subject_information.language","time_in_minutes","unique_worker"
"1844",230,"f","l","filler","i","filler1",0.98,23,"one_slider","Yes","Male","23","English",31.4670833333333,"E 230"
"1845",230,"Y","A","YQA","Q","pilot",0,24,"one_slider","Yes","Male","23","English",31.4670833333333,"E 230"
"1846",230,"Y","I","YQI","Q","travelagent",1,25,"one_slider","Yes","Male","23","English",31.4670833333333,"E 230"
"1847",230,"N","I","NDI","D","playwright",0.7,26,"one_slider","Yes","Male","23","English",31.4670833333333,"E 230"
"1848",230,"Y","I","YQI","Q","professor",1,27,"one_slider","Yes","Male","23","English",31.4670833333333,"E 230"
"1849",230,"N","I","NDI","D","nutritionist",0.82,28,"one_slider","Yes","Male","23","English",31.4670833333333,"E 230"
"1850",230,"Y","I","YDI","D","doctor",1,29,"one_slider","Yes","Male","23","English",31.4670833333333,"E 230"
"1851",230,"f","l","filler","i","filler6",0,30,"one_slider","Yes","Male","23","English",31.4670833333333,"E 230"
"1852",230,"f","l","filler","i","filler3",1,31,"one_slider","Yes","Male","23","English",31.4670833333333,"E 230"
"1853",230,"N","A","NDA","D","queen",1,32,"one_slider","Yes","Male","23","English",31.4670833333333,"E 230"
"1854",230,"Y","I","YDI","D","chef",1,33,"one_slider","Yes","Male","23","English",31.4670833333333,"E 230"
"1855",230,"Y","A","YQA","Q","scientist",1,34,"one_slider","Yes","Male","23","English",31.4670833333333,"E 230"
"1856",230,"Y","A","YQA","Q","artist",0.66,35,"one_slider","Yes","Male","23","English",31.4670833333333,"E 230"
"1857",492,"","","","","",0.08,NA,"one_slider_practice","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1858",492,"","","","","",1,NA,"one_slider_practice","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1859",492,"Y","I","YQI","Q","troopleader",0.25,6,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1860",492,"f","l","filler","i","filler6",0,7,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1861",492,"Y","I","YDI","D","scientist",0.96,8,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1862",492,"N","I","NQI","Q","pilot",0.22,9,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1863",492,"N","A","NQA","Q","pianist",0.77,10,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1864",492,"N","A","NDA","D","CEO",0.87,11,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1865",492,"N","I","NQI","Q","chef",1,12,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1866",492,"Y","A","YDA","D","fan",0.01,13,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1867",492,"N","I","NDI","D","groom",1,14,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1868",492,"N","A","NQA","Q","bartender",0.09,15,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1869",492,"Y","A","YDA","D","conductor",1,16,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1870",492,"Y","A","YQA","Q","stylist",1,17,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1871",492,"f","l","filler","i","filler3",0,18,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1872",492,"f","l","filler","i","filler2",0.09,19,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1873",492,"f","l","filler","i","filler4",0,20,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1874",492,"f","l","filler","i","filler1",0.08,21,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1875",492,"N","A","NDA","D","artist",0.71,22,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1876",492,"Y","A","YQA","Q","queen",0.86,23,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1877",492,"N","I","NQI","Q","priest",0.89,24,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1878",492,"N","A","NQA","Q","coach",0.1,25,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1879",492,"f","l","filler","i","filler5",0.17,26,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1880",492,"Y","A","YDA","D","playwright",0.32,27,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1881",492,"Y","I","YDI","D","doctor",0.86,28,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1882",492,"N","I","NDI","D","travelagent",0.98,29,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1883",492,"Y","I","YQI","Q","professor",0.52,30,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1884",492,"N","I","NDI","D","dentist",0.66,31,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1885",492,"Y","A","YQA","Q","patient",0.85,32,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1886",492,"Y","I","YDI","D","supervisor",0.49,33,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1887",492,"Y","I","YQI","Q","choreographer",0.28,34,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1888",492,"N","A","NDA","D","nutritionist",0.71,35,"one_slider","Yes","Male","21","Chinese",502.954216666667,"E 492"
"1889",520,"","","","","",0.99,NA,"one_slider_practice","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1890",520,"","","","","",0.35,NA,"one_slider_practice","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1891",520,"f","l","filler","i","filler6",0.23,6,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1892",520,"N","A","NQA","Q","coach",0.87,7,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1893",520,"f","l","filler","i","filler4",0.53,8,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1894",520,"Y","A","YQA","Q","conductor",0.74,9,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1895",520,"N","I","NQI","Q","CEO",0.82,10,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1896",520,"Y","I","YQI","Q","stylist",1,11,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1897",520,"N","I","NDI","D","bartender",0.88,12,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1898",520,"Y","I","YDI","D","artist",0.92,13,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1899",520,"N","I","NQI","Q","nutritionist",0.43,14,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1900",520,"N","I","NDI","D","patient",0.98,15,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1901",520,"Y","I","YDI","D","playwright",0.7,16,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1902",520,"f","l","filler","i","filler2",0.97,17,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1903",520,"Y","I","YDI","D","troopleader",0.33,18,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1904",520,"f","l","filler","i","filler1",0.4,19,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1905",520,"N","I","NQI","Q","professor",0.5,20,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1906",520,"N","A","NQA","Q","fan",0.66,21,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1907",520,"f","l","filler","i","filler3",0.3,22,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1908",520,"Y","A","YDA","D","travelagent",0.45,23,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1909",520,"N","A","NDA","D","dentist",0.73,24,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1910",520,"Y","A","YDA","D","chef",0.3,25,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1911",520,"Y","I","YQI","Q","supervisor",0.32,26,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1912",520,"N","A","NDA","D","queen",0.86,27,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1913",520,"N","A","NDA","D","scientist",1,28,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1914",520,"N","A","NQA","Q","choreographer",1,29,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1915",520,"Y","I","YQI","Q","groom",0.43,30,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1916",520,"f","l","filler","i","filler5",0,31,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1917",520,"N","I","NDI","D","doctor",0.07,32,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1918",520,"Y","A","YQA","Q","priest",0.81,33,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1919",520,"Y","A","YQA","Q","pianist",0.79,34,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1920",520,"Y","A","YDA","D","pilot",0,35,"one_slider","Confused","Male","22","Italian",42.2080166666667,"E 520"
"1921",324,"","","","","",1,NA,"one_slider_practice","Yes","Female","21","English",29.21135,"E 324"
"1922",324,"","","","","",1,NA,"one_slider_practice","Yes","Female","21","English",29.21135,"E 324"
"1923",324,"Y","A","YQA","Q","troopleader",0.67,6,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1924",324,"N","A","NDA","D","conductor",0.73,7,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1925",324,"f","l","filler","i","filler4",0.85,8,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1926",324,"Y","I","YDI","D","pilot",0.6,9,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1927",324,"N","A","NDA","D","stylist",0.59,10,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1928",324,"N","I","NDI","D","patient",0.56,11,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1929",324,"Y","I","YQI","Q","playwright",0.46,12,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1930",324,"Y","A","YQA","Q","choreographer",0.51,13,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1931",324,"f","l","filler","i","filler1",0.95,14,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1932",324,"Y","I","YDI","D","priest",0.77,15,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1933",324,"N","I","NQI","Q","travelagent",0.4,16,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1934",324,"N","I","NQI","Q","dentist",0.58,17,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1935",324,"N","A","NDA","D","artist",0.88,18,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1936",324,"Y","I","YQI","Q","nutritionist",0.8,19,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1937",324,"Y","A","YQA","Q","chef",0.71,20,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1938",324,"Y","A","YDA","D","supervisor",0.32,21,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1939",324,"f","l","filler","i","filler3",0.47,22,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1940",324,"N","A","NQA","Q","coach",0.65,23,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1941",324,"N","I","NQI","Q","queen",0.77,24,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1942",324,"Y","A","YDA","D","professor",0.66,25,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1943",324,"Y","I","YDI","D","groom",0.17,26,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1944",324,"f","l","filler","i","filler6",0.04,27,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1945",324,"Y","A","YDA","D","pianist",0.41,28,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1946",324,"Y","I","YQI","Q","fan",0.62,29,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1947",324,"f","l","filler","i","filler2",0.8,30,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1948",324,"N","I","NDI","D","bartender",0.74,31,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1949",324,"N","I","NDI","D","scientist",0.86,32,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1950",324,"N","A","NQA","Q","doctor",0.83,33,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1951",324,"f","l","filler","i","filler5",0.27,34,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1952",324,"N","A","NQA","Q","CEO",0.33,35,"one_slider","Yes","Female","21","English",29.21135,"E 324"
"1953",378,"","","","","",0.6,NA,"one_slider_practice","Yes","Male",NA,"",70.17805,"E 378"
"1954",378,"","","","","",0.82,NA,"one_slider_practice","Yes","Male",NA,"",70.17805,"E 378"
"1955",378,"Y","A","YQA","Q","scientist",0.84,6,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1956",378,"N","I","NQI","Q","playwright",0.22,7,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1957",378,"f","l","filler","i","filler2",0.05,8,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1958",378,"Y","A","YDA","D","dentist",0.68,9,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1959",378,"Y","I","YDI","D","pilot",0.77,10,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1960",378,"Y","A","YDA","D","bartender",0.76,11,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1961",378,"N","I","NDI","D","supervisor",0.49,12,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1962",378,"N","I","NQI","Q","fan",0.88,13,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1963",378,"N","I","NDI","D","professor",0.78,14,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1964",378,"Y","A","YDA","D","queen",0.64,15,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1965",378,"N","A","NDA","D","artist",0.73,16,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1966",378,"f","l","filler","i","filler6",0.23,17,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1967",378,"Y","I","YQI","Q","nutritionist",0.58,18,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1968",378,"f","l","filler","i","filler4",0.32,19,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1969",378,"N","I","NQI","Q","pianist",0.71,20,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1970",378,"N","A","NDA","D","CEO",0.5,21,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1971",378,"N","A","NQA","Q","coach",0.96,22,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1972",378,"f","l","filler","i","filler1",0.73,23,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1973",378,"N","A","NQA","Q","choreographer",0.78,24,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1974",378,"f","l","filler","i","filler3",0.79,25,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1975",378,"Y","I","YDI","D","groom",0.79,26,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1976",378,"Y","A","YQA","Q","travelagent",0.09,27,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1977",378,"f","l","filler","i","filler5",0.19,28,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1978",378,"Y","I","YDI","D","patient",0.26,29,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1979",378,"Y","A","YQA","Q","stylist",0.26,30,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1980",378,"N","A","NQA","Q","chef",0.28,31,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1981",378,"N","A","NDA","D","priest",0.96,32,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1982",378,"Y","I","YQI","Q","troopleader",0.76,33,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1983",378,"Y","I","YQI","Q","conductor",0.66,34,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1984",378,"N","I","NDI","D","doctor",0.92,35,"one_slider","Yes","Male",NA,"",70.17805,"E 378"
"1985",136,"","","","","",1,NA,"one_slider_practice","Confused","Female","21","English",8.21466666666667,"E 136"
"1986",136,"","","","","",0.14,NA,"one_slider_practice","Confused","Female","21","English",8.21466666666667,"E 136"
"1987",136,"N","A","NQA","Q","troopleader",0.16,6,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"1988",136,"Y","I","YQI","Q","conductor",0.2,7,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"1989",136,"Y","A","YDA","D","priest",0.49,8,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"1990",136,"N","I","NQI","Q","choreographer",0.25,9,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"1991",136,"Y","A","YQA","Q","doctor",0.46,10,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"1992",136,"N","A","NDA","D","pilot",0.32,11,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"1993",136,"Y","A","YQA","Q","stylist",0.53,12,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"1994",136,"f","l","filler","i","filler1",0.57,13,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"1995",136,"f","l","filler","i","filler4",0.86,14,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"1996",136,"N","I","NDI","D","playwright",0.44,15,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"1997",136,"N","I","NDI","D","fan",0.36,16,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"1998",136,"N","I","NDI","D","professor",0.41,17,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"1999",136,"f","l","filler","i","filler2",0.55,18,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2000",136,"f","l","filler","i","filler3",0.35,19,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2001",136,"Y","I","YDI","D","CEO",0.18,20,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2002",136,"Y","I","YQI","Q","scientist",0.91,21,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2003",136,"Y","A","YQA","Q","artist",0.56,22,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2004",136,"N","A","NQA","Q","supervisor",0.47,23,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2005",136,"N","I","NQI","Q","patient",0.89,24,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2006",136,"N","I","NQI","Q","dentist",0.62,25,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2007",136,"f","l","filler","i","filler5",0.06,26,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2008",136,"Y","I","YDI","D","bartender",0.87,27,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2009",136,"N","A","NQA","Q","coach",1,28,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2010",136,"f","l","filler","i","filler6",0.26,29,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2011",136,"N","A","NDA","D","nutritionist",0.78,30,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2012",136,"Y","A","YDA","D","pianist",0.72,31,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2013",136,"Y","A","YDA","D","groom",0.67,32,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2014",136,"N","A","NDA","D","travelagent",0.32,33,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2015",136,"Y","I","YDI","D","chef",0.34,34,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2016",136,"Y","I","YQI","Q","queen",0.9,35,"one_slider","Confused","Female","21","English",8.21466666666667,"E 136"
"2017",531,"","","","","",0.48,NA,"one_slider_practice","Confused","Female","19","englsih",1.79485,"E 531"
"2018",531,"","","","","",0.51,NA,"one_slider_practice","Confused","Female","19","englsih",1.79485,"E 531"
"2019",531,"Y","I","YQI","Q","playwright",0.5,6,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2020",531,"Y","I","YDI","D","dentist",0.46,7,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2021",531,"N","I","NQI","Q","supervisor",0.46,8,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2022",531,"N","A","NQA","Q","patient",0.47,9,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2023",531,"f","l","filler","i","filler4",0.52,10,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2024",531,"Y","A","YQA","Q","professor",0.44,11,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2025",531,"Y","A","YQA","Q","coach",0.47,12,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2026",531,"N","I","NDI","D","groom",0.48,13,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2027",531,"f","l","filler","i","filler6",0.46,14,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2028",531,"N","I","NDI","D","pilot",0.44,15,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2029",531,"f","l","filler","i","filler2",0.49,16,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2030",531,"N","A","NDA","D","fan",0.48,17,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2031",531,"Y","A","YDA","D","artist",0.52,18,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2032",531,"N","I","NDI","D","doctor",0.5,19,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2033",531,"N","I","NQI","Q","choreographer",0.51,20,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2034",531,"f","l","filler","i","filler1",0.5,21,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2035",531,"Y","A","YDA","D","bartender",0.44,22,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2036",531,"Y","I","YDI","D","troopleader",0.48,23,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2037",531,"Y","I","YQI","Q","nutritionist",0.45,24,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2038",531,"N","I","NQI","Q","pianist",0.5,25,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2039",531,"N","A","NDA","D","chef",0.46,26,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2040",531,"f","l","filler","i","filler3",0.44,27,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2041",531,"Y","A","YQA","Q","scientist",0.49,28,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2042",531,"N","A","NQA","Q","queen",0.51,29,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2043",531,"Y","I","YQI","Q","priest",0.5,30,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2044",531,"Y","A","YDA","D","travelagent",0.5,31,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2045",531,"Y","I","YDI","D","CEO",0.49,32,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2046",531,"N","A","NDA","D","conductor",0.44,33,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2047",531,"f","l","filler","i","filler5",0.49,34,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2048",531,"N","A","NQA","Q","stylist",0.48,35,"one_slider","Confused","Female","19","englsih",1.79485,"E 531"
"2049",403,"","","","","",0.97,NA,"one_slider_practice","Yes","Male","21","English",63.0726166666667,"E 403"
"2050",403,"","","","","",0.79,NA,"one_slider_practice","Yes","Male","21","English",63.0726166666667,"E 403"
"2051",403,"Y","A","YDA","D","queen",1,6,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2052",403,"f","l","filler","i","filler6",0.13,7,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2053",403,"Y","I","YDI","D","priest",0.89,8,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2054",403,"N","I","NQI","Q","dentist",0.47,9,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2055",403,"N","A","NQA","Q","nutritionist",0.17,10,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2056",403,"Y","A","YDA","D","doctor",1,11,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2057",403,"Y","I","YDI","D","artist",0.88,12,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2058",403,"f","l","filler","i","filler3",0.83,13,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2059",403,"N","I","NDI","D","coach",1,14,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2060",403,"N","I","NDI","D","playwright",0.77,15,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2061",403,"N","A","NDA","D","professor",0.89,16,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2062",403,"Y","A","YQA","Q","CEO",0.79,17,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2063",403,"Y","I","YDI","D","patient",0.93,18,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2064",403,"f","l","filler","i","filler4",0.57,19,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2065",403,"Y","A","YQA","Q","stylist",0.99,20,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2066",403,"Y","A","YDA","D","conductor",0.76,21,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2067",403,"N","A","NQA","Q","groom",0.68,22,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2068",403,"Y","I","YQI","Q","choreographer",0.69,23,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2069",403,"N","I","NQI","Q","scientist",0.68,24,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2070",403,"N","A","NDA","D","pianist",0.77,25,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2071",403,"Y","I","YQI","Q","supervisor",0.57,26,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2072",403,"N","A","NQA","Q","chef",0.63,27,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2073",403,"N","I","NDI","D","bartender",0.63,28,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2074",403,"Y","I","YQI","Q","pilot",0.72,29,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2075",403,"f","l","filler","i","filler5",0.46,30,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2076",403,"f","l","filler","i","filler2",0.82,31,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2077",403,"N","A","NDA","D","travelagent",0.5,32,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2078",403,"f","l","filler","i","filler1",0.98,33,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2079",403,"N","I","NQI","Q","troopleader",0.84,34,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2080",403,"Y","A","YQA","Q","fan",0.76,35,"one_slider","Yes","Male","21","English",63.0726166666667,"E 403"
"2081",395,"","","","","",0.92,NA,"one_slider_practice","Yes","Female","20","English",17.1426833333333,"E 395"
"2082",395,"","","","","",0.9,NA,"one_slider_practice","Yes","Female","20","English",17.1426833333333,"E 395"
"2083",395,"Y","I","YDI","D","nutritionist",0.16,6,"one_slider","Yes","Female","20","English",17.1426833333333,"E 395"
"2084",395,"N","A","NDA","D","patient",0.94,7,"one_slider","Yes","Female","20","English",17.1426833333333,"E 395"
